UserId,QuestionId,WordId,hesitate,understand,DDcount,totaltime,maxtime,mintime,averagetime,totaltimeratio,maxtimeratio,mintimeratio,averagetimeratio,totaldistance,maxdistance,mindistance,averagedistance,totaldistanceratio,maxdistanceratio,mindistanceratio,averagedistanceratio,totalspeed,maxspeed,minspeed,averagespeed,totalspeedratio,maxspeedratio,minspeedratio,averagespeedratio,totalstoptime,maxstoptime,minstoptime,averagestoptime,totalstoptimeratio,maxstoptimeratio,minstoptimeratio,averagestoptimeratio,totaluturnx,maxuturnx,minuturnx,averageuturnx,totaluturnxratio,maxuturnxratio,minuturnxratio,averageuturnxratio,totaluturny,maxuturny,minuturny,averageuturny,totaluturnyratio,maxuturnyratio,minuturnyratio,averageuturnyratio,DDCountPerQuestion,DDCountPerQuestion2,IntervalDDCount,totalIntervaltime,maxIntervaltime,minIntervaltime,averageIntervaltime,totalIntervaltimeratio,maxIntervaltimeratio,minIntervaltimeratio,averageIntervaltimeratio,totalIntervaldistance,maxIntervaldistance,minIntervaldistance,averageIntervaldistance,totalIntervaldistanceratio,maxIntervaldistanceratio,minIntervaldistanceratio,averageIntervaldistanceratio,totalIntervalspeed,maxIntervalspeed,minIntervalspeed,averageIntervalspeed,totalIntervalspeedratio,maxIntervalspeedratio,minIntervalspeedratio,averageIntervalspeedratio,totalIntervalstoptime,maxIntervalstoptime,minIntervalstoptime,averageIntervalstoptime,totalIntervalstoptimeratio,maxIntervalstoptimeratio,minIntervalstoptimeratio,averageIntervalstoptimeratio,totalIntervaluturnx,maxIntervaluturnx,minIntervaluturnx,averageIntervaluturnx,totalIntervaluturnxratio,maxIntervaluturnxratio,minIntervaluturnxratio,averageIntervaluturnxratio,totalIntervaluturny,maxIntervaluturny,minIntervaluturny,averageIntervaluturny,totalIntervaluturnyratio,maxIntervaluturnyratio,minIntervaluturnyratio,averageIntervaluturnyratio,IntervalDDCountPerQuestion,IntervalDDCountPerQuestion2
30914025,22,"3,",4,4,1,446,446,446,446,0.03267878077373974,0.03267878077373974,0.03267878077373974,0.03267878077373974,96.71749470962705,96.71749470962705,96.71749470962705,96.71749470962705,0.026556587674232513,0.026556587674232513,0.026556587674232513,0.026556587674232513,0.21685536930409652,0.21685536930409652,0.21685536930409652,0.21685536930409652,0.06370049735890182,0.06370049735890182,0.06370049735890182,0.06370049735890182,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,2978,2978,2978,2978,0.21820046893317702,0.21820046893317702,0.21820046893317702,0.21820046893317702,1232.3242925692887,1232.3242925692887,1232.3242925692887,1232.3242925692887,0.33837030432763443,0.33837030432763443,0.33837030432763443,0.33837030432763443,0.41380936620862613,0.41380936620862613,0.41380936620862613,0.41380936620862613,0.12155503699932353,0.12155503699932353,0.12155503699932353,0.12155503699932353,0,0,0,0,0.0,0.0,0.0,0.0,3,3,3,3,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.15789473684210525,1,1,1,1,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0,0
30914025,22,"2,",4,4,1,449,449,449,449,0.03289859320046893,0.03289859320046893,0.03289859320046893,0.03289859320046893,67.805738319423,67.805738319423,67.805738319423,67.805738319423,0.018618028102382056,0.018618028102382056,0.018618028102382056,0.018618028102382056,0.15101500739292428,0.15101500739292428,0.15101500739292428,0.15101500739292428,0.044360124033164944,0.044360124033164944,0.044360124033164944,0.044360124033164944,80,80,80,80,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.23809523809523808,1,1,1,1,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0,0,0,0,0.0,0.0,0.0,0.0,2,2,1,743,743,743,743,0.05444021101992966,0.05444021101992966,0.05444021101992966,0.05444021101992966,103.81734095288806,103.81734095288806,103.81734095288806,103.81734095288806,0.02850605596638384,0.02850605596638384,0.02850605596638384,0.02850605596638384,0.13972724219769592,0.13972724219769592,0.13972724219769592,0.13972724219769592,0.04104438295046091,0.04104438295046091,0.04104438295046091,0.04104438295046091,0,0,0,0,0.0,0.0,0.0,0.0,3,3,3,3,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.15789473684210525,1,1,1,1,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,1,1
30914025,22,"5,",4,4,1,425,425,425,425,0.031140093786635403,0.031140093786635403,0.031140093786635403,0.031140093786635403,72.2594775962964,72.2594775962964,72.2594775962964,72.2594775962964,0.019840931134967415,0.019840931134967415,0.019840931134967415,0.019840931134967415,0.17002230022657977,0.17002230022657977,0.17002230022657977,0.17002230022657977,0.04994344904298877,0.04994344904298877,0.04994344904298877,0.04994344904298877,24,24,24,24,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,1,1,1,1,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0,0,0,0,0.0,0.0,0.0,0.0,3,3,1,847,847,847,847,0.06206037514654162,0.06206037514654162,0.06206037514654162,0.06206037514654162,152.0649501372839,152.0649501372839,152.0649501372839,152.0649501372839,0.04175383360190169,0.04175383360190169,0.04175383360190169,0.04175383360190169,0.1795335893002171,0.1795335893002171,0.1795335893002171,0.1795335893002171,0.05273735655129385,0.05273735655129385,0.05273735655129385,0.05273735655129385,0,0,0,0,0.0,0.0,0.0,0.0,2,2,2,2,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,1,1,1,1,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,2,2
30914025,22,"6,",4,4,1,449,449,449,449,0.03289859320046893,0.03289859320046893,0.03289859320046893,0.03289859320046893,95.96537827028254,95.96537827028254,95.96537827028254,95.96537827028254,0.026350072335692674,0.026350072335692674,0.026350072335692674,0.026350072335692674,0.21373135472223284,0.21373135472223284,0.21373135472223284,0.21373135472223284,0.06278282913025805,0.06278282913025805,0.06278282913025805,0.06278282913025805,32,32,32,32,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.09523809523809523,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,4,4,1,727,727,727,727,0.05326787807737397,0.05326787807737397,0.05326787807737397,0.05326787807737397,140.79292333437425,140.79292333437425,140.79292333437425,140.79292333437425,0.03865877237273638,0.03865877237273638,0.03865877237273638,0.03865877237273638,0.19366289316970323,0.19366289316970323,0.19366289316970323,0.19366289316970323,0.056887789564364376,0.056887789564364376,0.056887789564364376,0.056887789564364376,0,0,0,0,0.0,0.0,0.0,0.0,3,3,3,3,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.15789473684210525,1,1,1,1,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,3,3
30914025,22,"4,",4,4,1,513,513,513,513,0.037587924970691675,0.037587924970691675,0.037587924970691675,0.037587924970691675,71.40297096489172,71.40297096489172,71.40297096489172,71.40297096489172,0.019605752447608427,0.019605752447608427,0.019605752447608427,0.019605752447608427,0.13918707790427237,0.13918707790427237,0.13918707790427237,0.13918707790427237,0.04088571160071744,0.04088571160071744,0.04088571160071744,0.04088571160071744,80,80,80,80,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.23809523809523808,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,5,5,1,1303,1303,1303,1303,0.09547186400937867,0.09547186400937867,0.09547186400937867,0.09547186400937867,185.23613796081943,185.23613796081943,185.23613796081943,185.23613796081943,0.05086194336362479,0.05086194336362479,0.05086194336362479,0.05086194336362479,0.14216127241812695,0.14216127241812695,0.14216127241812695,0.14216127241812695,0.04175937071454356,0.04175937071454356,0.04175937071454356,0.04175937071454356,0,0,0,0,0.0,0.0,0.0,0.0,3,3,3,3,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.15789473684210525,3,3,3,3,0.25,0.25,0.25,0.25,4,4
30914025,22,"1,",4,4,1,570,570,570,570,0.04176436107854631,0.04176436107854631,0.04176436107854631,0.04176436107854631,150.48842955084697,150.48842955084697,150.48842955084697,150.48842955084697,0.04132095424228179,0.04132095424228179,0.04132095424228179,0.04132095424228179,0.26401478868569644,0.26401478868569644,0.26401478868569644,0.26401478868569644,0.0775534099218014,0.0775534099218014,0.0775534099218014,0.0775534099218014,72,72,72,72,0.21428571428571427,0.21428571428571427,0.21428571428571427,0.21428571428571427,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,6,6,1,687,687,687,687,0.05033704572098476,0.05033704572098476,0.05033704572098476,0.05033704572098476,168.42584826132122,168.42584826132122,168.42584826132122,168.42584826132122,0.046246191750390166,0.046246191750390166,0.046246191750390166,0.046246191750390166,0.24516135118096247,0.24516135118096247,0.24516135118096247,0.24516135118096247,0.07201527937040887,0.07201527937040887,0.07201527937040887,0.07201527937040887,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,1,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,1,1,1,1,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,5,5
30914025,22,"0,",4,4,1,817,817,817,817,0.05986225087924971,0.05986225087924971,0.05986225087924971,0.05986225087924971,264.6882490218014,264.6882490218014,264.6882490218014,264.6882490218014,0.07267782020812504,0.07267782020812504,0.07267782020812504,0.07267782020812504,0.32397582499608496,0.32397582499608496,0.32397582499608496,0.32397582499608496,0.09516675215715442,0.09516675215715442,0.09516675215715442,0.09516675215715442,48,48,48,48,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,1,1,1,1,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,1,1,1,1,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,7,7,1,878,878,878,878,0.06433177022274326,0.06433177022274326,0.06433177022274326,0.06433177022274326,253.12460712895538,253.12460712895538,253.12460712895538,253.12460712895538,0.06950268761517722,0.06950268761517722,0.06950268761517722,0.06950268761517722,0.2882968190534799,0.2882968190534799,0.2882968190534799,0.2882968190534799,0.08468617041685153,0.08468617041685153,0.08468617041685153,0.08468617041685153,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,1,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,1,1,1,1,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,6,6
30914025,32,"4,",4,4,1,840,840,840,840,0.03923766816143498,0.03923766816143498,0.03923766816143498,0.03923766816143498,107.67111711032885,107.67111711032885,107.67111711032885,107.67111711032885,0.030110198619616238,0.030110198619616238,0.030110198619616238,0.030110198619616238,0.12817990132182006,0.12817990132182006,0.12817990132182006,0.12817990132182006,0.03884593596632888,0.03884593596632888,0.03884593596632888,0.03884593596632888,319,319,319,319,0.1513282732447818,0.1513282732447818,0.1513282732447818,0.1513282732447818,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,4168,4168,4168,4168,0.19469357249626307,0.19469357249626307,0.19469357249626307,0.19469357249626307,434.7315828271717,434.7315828271717,434.7315828271717,434.7315828271717,0.12157256891588972,0.12157256891588972,0.12157256891588972,0.12157256891588972,0.10430220317350568,0.10430220317350568,0.10430220317350568,0.10430220317350568,0.03160961011705275,0.03160961011705275,0.03160961011705275,0.03160961011705275,0,0,0,0,0.0,0.0,0.0,0.0,4,4,4,4,0.16,0.16,0.16,0.16,6,6,6,6,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.23076923076923078,0,0
30914025,32,"6,",4,4,1,424,424,424,424,0.019805680119581465,0.019805680119581465,0.019805680119581465,0.019805680119581465,93.01435589149762,93.01435589149762,93.01435589149762,93.01435589149762,0.02601143933055745,0.02601143933055745,0.02601143933055745,0.02601143933055745,0.21937348087617362,0.21937348087617362,0.21937348087617362,0.21937348087617362,0.06648287370288258,0.06648287370288258,0.06648287370288258,0.06648287370288258,8,8,8,8,0.003795066413662239,0.003795066413662239,0.003795066413662239,0.003795066413662239,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,2,2,1,792,792,792,792,0.03699551569506727,0.03699551569506727,0.03699551569506727,0.03699551569506727,217.7360787415641,217.7360787415641,217.7360787415641,217.7360787415641,0.060889835208517346,0.060889835208517346,0.060889835208517346,0.060889835208517346,0.27491929134035875,0.27491929134035875,0.27491929134035875,0.27491929134035875,0.08331647221745926,0.08331647221745926,0.08331647221745926,0.08331647221745926,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,1,0.04,0.04,0.04,0.04,1,1,1,1,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,1,1
30914025,32,"0,",4,4,1,560,560,560,560,0.026158445440956652,0.026158445440956652,0.026158445440956652,0.026158445440956652,101.36951582773864,101.36951582773864,101.36951582773864,101.36951582773864,0.028347957534609256,0.028347957534609256,0.028347957534609256,0.028347957534609256,0.1810169925495333,0.1810169925495333,0.1810169925495333,0.1810169925495333,0.054858635627608995,0.054858635627608995,0.054858635627608995,0.054858635627608995,143,143,143,143,0.06783681214421253,0.06783681214421253,0.06783681214421253,0.06783681214421253,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,3,3,1,872,872,872,872,0.040732436472346784,0.040732436472346784,0.040732436472346784,0.040732436472346784,188.82706426240586,188.82706426240586,188.82706426240586,188.82706426240586,0.052805437170992814,0.052805437170992814,0.052805437170992814,0.052805437170992814,0.21654479846606176,0.21654479846606176,0.21654479846606176,0.21654479846606176,0.06562561905812822,0.06562561905812822,0.06562561905812822,0.06562561905812822,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,1,0.04,0.04,0.04,0.04,1,1,1,1,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,2,2
